kit_sku,kit_title,product_title,variant_title,product_qty,kit_contents,sales_price,cost_price,weight_grams,product_cost_price
CONV-ARM-ASS,Single Arm Add on Assembly to Conversion Fence System,Spring-Loaded Houdini Cat Fence Arm,,1,ARM,,4.37,3.9,2.85
CONV-ARM-ASS,Single Arm Add on Assembly to Conversion Fence System,Conversion System Arm Mounting Plate,,1,ARMMOUNTINGPLATE,,4.37,3.9,1.42
CONV-ARM-ASS,Single Arm Add on Assembly to Conversion Fence System,"Set Screw 5/16"" - 18",,1,SETSCREW,,4.37,3.9,0.1
CONV-ARM-SHRTASS,Single Arm Add on Assembly to Shorter Fence Conversion System,Spring-Loaded Houdini Cat Fence Arm,,1,ARM,,9.29,6.8,2.85
CONV-ARM-SHRTASS,Single Arm Add on Assembly to Shorter Fence Conversion System,Conv Sys Shorter Fences Arm Extension Tube,,1,CONVARMEXT,,9.29,6.8,3.4
CONV-ARM-SHRTASS,Single Arm Add on Assembly to Shorter Fence Conversion System,Conversion System Arm Mounting Plate,,2,ARMMOUNTINGPLATE,,9.29,6.8,1.42
CONV-ARM-SHRTASS,Single Arm Add on Assembly to Shorter Fence Conversion System,"Set Screw 5/16"" - 18",,2,SETSCREW,,9.29,6.8,0.1
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),Spring-Loaded Houdini Cat Fence Arm,,1,ARM,,14.04,13.9,2.85
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),"Set Screw 5/16"" - 18",,2,SETSCREW,,14.04,13.9,0.1
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),Post Cap for 1 3/8in Post,,1,POSTCAP,,14.04,13.9,0.15
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),"Sleeve for 1 3/8"" Posts",,1,SLEEVE138,,14.04,13.9,3.28
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),"Free-Standing System Arm Mounting for 1 3/8"" Post",,1,ARMMOUNTING138,,14.04,13.9,1.7
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),Self-Drilling and Tapping Screw,,2,SELFTAP,,14.04,13.9,0.05
KIT-1POST,SINGLE Post Kit Add on to Freestanding Fencing System (NO DRIVE CAP),"86"" Post",,1,POST86,,14.04,13.9,5.76
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,Spring-Loaded Houdini Cat Fence Arm,,2,ARM,,29.87,28.6,2.85
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,"Set Screw 5/16"" - 18",,5,SETSCREW,,29.87,28.6,0.1
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,Post Cap for 1 3/8in Post,,2,POSTCAP,,29.87,28.6,0.15
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,"Sleeve for 1 3/8"" Posts",,2,SLEEVE138,,29.87,28.6,3.28
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,"Free-Standing System Arm Mounting for 1 3/8"" Post",,2,ARMMOUNTING138,,29.87,28.6,1.7
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,Self-Drilling and Tapping Screw,,5,SELFTAP,,29.87,28.6,0.05
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,29.87,28.6,1.25
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,"86"" Post",,2,POST86,,29.87,28.6,5.76
KIT-2POST,2 Post Kit Add on to Freestanding Fencing System,Hex Wrench for Set Screws,,1,HEXWRENCH,,29.87,28.6,0.39
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"86"" Post",,8,POST86,,244.35,175.2,5.76
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Post Cap for 1 3/8in Post,,8,POSTCAP,,244.35,175.2,0.15
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Spring-Loaded Houdini Cat Fence Arm,,8,ARM,,244.35,175.2,2.85
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"Free-Standing System Arm Mounting for 1 3/8"" Post",,8,ARMMOUNTING138,,244.35,175.2,1.7
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"Sleeve for 1 3/8"" Posts",,8,SLEEVE138,,244.35,175.2,3.28
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),7.5' Height x 100 Poly Fence Roll,,1,FENCE7.5X100,,244.35,175.2,66.66
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),2'x100' Welded Wire,,1,WELDEDWIRE2X100,,244.35,175.2,25
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"Driving Cap for 1 3/8"" Sleeve",,1,DRIVECAP138,,244.35,175.2,2.2
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,244.35,175.2,1.25
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"Set Screw 5/16"" - 18",,17,SETSCREW,,244.35,175.2,0.1
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Self-Drilling and Tapping Screw,,17,SELFTAP,,244.35,175.2,0.05
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,244.35,175.2,0.39
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Arm to Wall Strap,,2,STRAPAW,,244.35,175.2,0.13
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Post to Wall Strap,,4,STRAPPW,,244.35,175.2,0.15
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Heavy Duty Zip Ties (100),,2,TIEHEAVY,,244.35,175.2,4.04
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Standard Zip Ties - (100),,4,TIELIGHT,,244.35,175.2,1.01
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),"Galvanized 12"" Ground Stakes (Box of 30)",,2,STAKES,,244.35,175.2,11.7
KIT-FREESTANDING-100,Free-Standing Cat Fence Enclosure System (100 Feet),Freestanding System Instructions,,1,INS-FS,,244.35,175.2,0
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"86"" Post",,16,POST86,,483.85,346.4,5.76
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Post Cap for 1 3/8in Post,,16,POSTCAP,,483.85,346.4,0.15
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Spring-Loaded Houdini Cat Fence Arm,,16,ARM,,483.85,346.4,2.85
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"Free-Standing System Arm Mounting for 1 3/8"" Post",,16,ARMMOUNTING138,,483.85,346.4,1.7
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"Sleeve for 1 3/8"" Posts",,16,SLEEVE138,,483.85,346.4,3.28
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),7.5' Height x 100 Poly Fence Roll,,2,FENCE7.5X100,,483.85,346.4,66.66
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),2'x100' Welded Wire,,2,WELDEDWIRE2X100,,483.85,346.4,25
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"Driving Cap for 1 3/8"" Sleeve",,1,DRIVECAP138,,483.85,346.4,2.2
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,483.85,346.4,1.25
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"Set Screw 5/16"" - 18",,33,SETSCREW,,483.85,346.4,0.1
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Self-Drilling and Tapping Screw,,33,SELFTAP,,483.85,346.4,0.05
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,483.85,346.4,0.39
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Arm to Wall Strap,,2,STRAPAW,,483.85,346.4,0.13
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Post to Wall Strap,,4,STRAPPW,,483.85,346.4,0.15
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Heavy Duty Zip Ties (100),,4,TIEHEAVY,,483.85,346.4,4.04
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Standard Zip Ties - (100),,8,TIELIGHT,,483.85,346.4,1.01
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),"Galvanized 12"" Ground Stakes (Box of 30)",,4,STAKES,,483.85,346.4,11.7
KIT-FREESTANDING-200,Free-Standing Cat Fence Enclosure System (200 Feet),Freestanding System Instructions,,1,INS-FS,,483.85,346.4,0
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"86"" Post",,24,POST86,,677.31,518.8,5.76
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Post Cap for 1 3/8in Post,,24,POSTCAP,,677.31,518.8,0.15
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Spring-Loaded Houdini Cat Fence Arm,,24,ARM,,677.31,518.8,2.85
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"Free-Standing System Arm Mounting for 1 3/8"" Post",,24,ARMMOUNTING138,,677.31,518.8,1.7
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"Sleeve for 1 3/8"" Posts",,24,SLEEVE138,,677.31,518.8,3.28
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),2'x100' Welded Wire,,3,WELDEDWIRE2X100,,677.31,518.8,25
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"Driving Cap for 1 3/8"" Sleeve",,1,DRIVECAP138,,677.31,518.8,2.2
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,677.31,518.8,1.25
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"Set Screw 5/16"" - 18",,49,SETSCREW,,677.31,518.8,0.1
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Self-Drilling and Tapping Screw,,49,SELFTAP,,677.31,518.8,0.05
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,677.31,518.8,0.39
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Arm to Wall Strap,,4,STRAPAW,,677.31,518.8,0.13
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Post to Wall Strap,,8,STRAPPW,,677.31,518.8,0.15
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Heavy Duty Zip Ties (100),,6,TIEHEAVY,,677.31,518.8,4.04
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Standard Zip Ties - (100),,12,TIELIGHT,,677.31,518.8,1.01
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),"Galvanized 12"" Ground Stakes (Box of 30)",,6,STAKES,,677.31,518.8,11.7
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),Freestanding System Instructions,,1,INS-FS,,677.31,518.8,0
KIT-FREESTANDING-300,Free-Standing Cat Fence Enclosure System (300 Feet),1A120246 C-FLEX (USA) 7.5'X 330',,1,FENCE7.5X330,,677.31,518.8,153.08
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"86"" Post",,32,POST86,,916.81,690,5.76
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Post Cap for 1 3/8in Post,,32,POSTCAP,,916.81,690,0.15
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Spring-Loaded Houdini Cat Fence Arm,,32,ARM,,916.81,690,2.85
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"Free-Standing System Arm Mounting for 1 3/8"" Post",,32,ARMMOUNTING138,,916.81,690,1.7
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"Sleeve for 1 3/8"" Posts",,32,SLEEVE138,,916.81,690,3.28
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),7.5' Height x 100 Poly Fence Roll,,1,FENCE7.5X100,,916.81,690,66.66
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),2'x100' Welded Wire,,4,WELDEDWIRE2X100,,916.81,690,25
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"Driving Cap for 1 3/8"" Sleeve",,1,DRIVECAP138,,916.81,690,2.2
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,916.81,690,1.25
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"Set Screw 5/16"" - 18",,65,SETSCREW,,916.81,690,0.1
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Self-Drilling and Tapping Screw,,65,SELFTAP,,916.81,690,0.05
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Hex Wrench for Set Screws,,1,HEXWRENCH,,916.81,690,0.39
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Arm to Wall Strap,,4,STRAPAW,,916.81,690,0.13
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Post to Wall Strap,,8,STRAPPW,,916.81,690,0.15
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Heavy Duty Zip Ties (100),,8,TIEHEAVY,,916.81,690,4.04
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Standard Zip Ties - (100),,16,TIELIGHT,,916.81,690,1.01
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),"Galvanized 12"" Ground Stakes (Box of 30)",,8,STAKES,,916.81,690,11.7
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),Freestanding System Instructions,,1,INS-FS,,916.81,690,0
KIT-FREESTANDING-400,Free-Standing Cat Fence Enclosure System (400 Feet),1A120246 C-FLEX (USA) 7.5'X 330',,1,FENCE7.5X330,,916.81,690,153.08
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,Spring-Loaded Houdini Cat Fence Arm,,4,ARM,,87.26,80,2.85
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,3/8in Driver Bit for Self-Tapping Screws,,1,DRIVERBIT,,87.26,80,1.25
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,"Set Screw 5/16"" - 18",,9,SETSCREW,,87.26,80,0.1
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,Self-Drilling and Tapping Screw,,9,SELFTAP,,87.26,80,0.05
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,Hex Wrench for Set Screws,,1,HEXWRENCH,,87.26,80,0.39
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,"Free-Standing System Arm Mounting for 1 5/8"" HD Post",,4,ARMMOUNTING158,,87.26,80,1.88
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,"1 5/8"" Heavy Duty Post 90"" Black",,4,POST158,,87.26,80,10.87
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,"Sleeve for 1 5/8"" Heavy Duty Posts",,4,158SLEEVE,,87.26,80,4.3
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,"Driving Cap for Sleeve for 1 5/8"" HD Posts",,1,158DRIVECAP,,87.26,80,2.75
HD CORNER POST KIT,Kit of (4) Heavy Duty Corner Post Assemblies,Post Cap for 1 5/8in Post black,,4,158POSTCAP,,87.26,80,0.48
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"86"" Post",,1,POST86,,52.62,12.7,5.76
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"68"" x 1.375"" post",,2,68POST138,,52.62,12.7,5.75
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"37"" x 1.375"" Post",,1,37POST138,,52.62,12.7,3.82
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"33"" x 1.375"" Post",,2,33POST138,,52.62,12.7,3.4
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"Gate Corner for 1 3/8"" Gate Frame",,4,GATECORNER,,52.62,12.7,2.1
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"Sleeve for 1 3/8"" Posts",,1,SLEEVE138,,52.62,12.7,3.28
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),Self-Drilling and Tapping Screw,,2,SELFTAP,,52.62,12.7,0.05
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"Set Screw 5/16"" - 18",,16,SETSCREW,,52.62,12.7,0.1
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),Post Cap for 1 3/8in Post,,1,POSTCAP,,52.62,12.7,0.15
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),Frame Gate Instructions,,1,INS-FRAMEGATE,,52.62,12.7,0
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"2 pack of 3/8"" end rail clamps",,1,ERC38PACK2,,52.62,12.7,2.14
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),Set of 2 male and 2 female hinges for 1 3/8 posts,,1,HINGESET138,,52.62,12.7,4.65
FRAMEGATE36,Heavy Duty Frame Gate (36 Inch),"Galvanized and Black powdercoated heavy duty Kennel Latch for 1-3/8"" to 1-3/8"" posts. #5287",,1,KENNELLATCH138,,52.62,12.7,4.42
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"86"" Post",,1,POST86,,59.25,12.7,5.76
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"68"" x 1.375"" post",,2,68POST138,,59.25,12.7,5.75
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"Gate Corner for 1 3/8"" Gate Frame",,4,GATECORNER,,59.25,12.7,2.1
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"Sleeve for 1 3/8"" Posts",,1,SLEEVE138,,59.25,12.7,3.28
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),Self-Drilling and Tapping Screw,,2,SELFTAP,,59.25,12.7,0.05
FRAMEGATE48,Heavy Duty Frame Gate (48 Inch),"Set Screw 5/16"" - 18",,16,SETSCREW,,59.25,12.7,0.1
